Localidad,UPL,A1,A2,A3,A4,P102,P102_1,P103_1,P106,P111,P203,_Capture_gps_latitude,_Capture_gps_longitude,FEX,anio
5. Usme,5,1,65,4,2,2,1,2,3,2,2,4.4956817,-74.1008467,118.9494793443958,2025
11. Suba,28,1,33,5,2,1,4,4,3,3,2,4.7279088,-74.0950441,448.8842398273562,2025
11. Suba,28,2,45,7,2,2,3,2,3,1,1,4.7279862,-74.0955285,350.9684330966277,2025
5. Usme,20,1,44,3,2,1,1,3,3,3,2,4.5119339,-74.1020492,424.6377481711553,2025
5. Usme,20,1,78,3,2,2,4,3,1,3,2,4.5119444,-74.102048,347.7370917125944,2025
5. Usme,20,1,23,5,2,2,2,1,3,2,2,4.5118333,-74.1021683,346.8450580686673,2025
5. Usme,20,2,58,4,1,2,3,4,3,4,1,4.5119254,-74.1021748,285.3948311907802,2025
8. Kennedy,14,1,67,8,2,1,5,3,2,3,2,4.6513605,-74.1692565,340.5126559241155,2025
8. Kennedy,14,2,47,7,2,2,2,2,3,2,2,4.6517521,-74.1706868,480.4132468631773,2025
8. Kennedy,14,1,40,5,2,1,3,3,2,2,2,4.651813,-74.1704785,553.5691154374695,2025
8. Kennedy,14,1,48,5,2,2,3,2,2,1,2,4.6516612,-74.1705514,482.2355789654625,2025
8. Kennedy,14,1,64,7,2,2,1,2,3,1,1,4.6515314,-74.1703397,364.3223679160247,2025
8. Kennedy,14,1,77,3,2,1,5,3,1,1,2,4.6513501,-74.1704231,454.0044190758152,2025
8. Kennedy,14,1,41,5,3,2,3,1,3,1,2,4.6519249,-74.1691679,553.5691154374695,2025
8. Kennedy,14,1,37,8,2,1,4,1,3,1,2,4.6515639,-74.1692838,553.5691154374695,2025
8. Kennedy,14,1,60,5,2,2,1,1,3,1,2,4.6515281,-74.1692864,372.4893875346036,2025
8. Kennedy,14,2,63,4,2,2,3,1,3,1,2,4.6515432,-74.1692329,363.1119934706604,2025
8. Kennedy,14,1,23,7,2,2,3,2,1,2,2,4.6515689,-74.1692473,452.8331508852794,2025
8. Kennedy,14,2,35,7,2,1,4,3,3,3,2,4.6513066,-74.169152,585.1024866854725,2025
11. Suba,28,2,36,8,3,1,4,3,2,3,2,4.7380905,-74.0918795,470.2125574884568,2025
8. Kennedy,14,2,29,7,2,2,2,2,3,1,2,4.6517451,-74.1696501,585.1024866854725,2025
8. Kennedy,14,1,28,7,2,1,3,2,3,3,2,4.6515175,-74.1698125,553.7676045315874,2025
8. Kennedy,14,2,58,4,2,2,3,2,1,3,2,4.6517817,-74.1698072,371.2221493247716,2025
8. Kennedy,14,1,57,5,2,1,4,1,3,2,2,4.6516154,-74.1699535,372.4893875346036,2025
8. Kennedy,14,2,33,8,2,2,3,1,3,1,2,4.6515175,-74.1698782,585.1024866854725,2025
8. Kennedy,14,2,51,5,2,1,3,1,3,1,2,4.6513933,-74.1694839,480.4132468631773,2025
8. Kennedy,14,1,25,5,2,2,1,1,3,1,2,4.6515559,-74.1690913,553.7676045315874,2025
8. Kennedy,14,1,28,8,2,2,3,3,2,2,2,4.6517311,-74.1694837,553.7676045315874,2025
8. Kennedy,14,2,42,5,2,2,3,2,2,2,2,4.6516027,-74.1692694,551.5952697033464,2025
8. Kennedy,14,2,21,8,2,2,2,1,3,4,2,4.651606,-74.169295,451.1213229012873,2025
3. Santa Fe,23,2,49,8,3,2,1,1,3,1,2,4.6072377,-74.0673062,137.6288549401666,2025
3. Santa Fe,23,1,52,4,3,2,5,5,2,4,2,4.607293,-74.0674347,138.149418381242,2025
3. Santa Fe,23,2,49,3,2,2,1,1,3,1,1,4.5862183,-74.080815,75.41931242528723,2025
3. Santa Fe,23,2,67,8,2,2,3,3,3,2,1,4.5861367,-74.0808717,53.11996027933929,2025
3. Santa Fe,23,2,53,5,2,2,1,1,3,1,1,4.58612,-74.080785,75.41931242528723,2025
3. Santa Fe,23,2,59,5,2,1,4,1,1,5,2,4.5870167,-74.0802183,58.18371220202395,2025
3. Santa Fe,23,2,39,7,2,2,1,3,3,1,1,4.5867883,-74.07991,86.50450005191279,2025
3. Santa Fe,23,2,42,7,2,1,3,1,3,1,2,4.586865,-74.0799417,86.50450005191279,2025
5. Usme,20,1,75,1,1,1,3,1,3,3,2,4.5119083,-74.1020908,262.6257401576808,2025
5. Usme,20,2,55,4,1,1,4,1,3,1,2,4.51189,-74.1020183,367.9270558576443,2025
5. Usme,20,1,27,5,1,1,3,3,2,2,1,4.5118243,-74.1022785,424.7932024863812,2025
5. Usme,20,1,55,4,1,1,3,3,3,1,2,4.5119498,-74.1021408,369.325725221927,2025
5. Usme,20,1,23,7,1,2,1,1,2,1,1,4.5119644,-74.1021363,346.8450580686673,2025
8. Kennedy,15,2,28,8,2,1,3,1,3,1,2,4.6365913,-74.1768428,34.87061914266878,2025
8. Kennedy,15,1,64,4,2,2,2,1,3,2,2,4.6365937,-74.1767724,23.02336829398523,2025
8. Kennedy,15,2,68,4,2,1,3,1,2,3,2,4.6372219,-74.1769551,21.45347453417756,2025
8. Kennedy,15,1,80,3,2,2,1,1,3,1,2,4.6372452,-74.1767963,40.37127375948234,2025
8. Kennedy,15,1,47,4,2,2,4,1,3,3,2,4.6372362,-74.1767186,30.47489892672244,2025
8. Kennedy,15,1,31,5,2,2,2,1,3,2,2,4.6372082,-74.176823,37.10120294966655,2025
8. Kennedy,15,1,43,5,2,1,3,3,3,4,2,4.6370643,-74.176571,34.98282494647756,2025
8. Kennedy,15,2,56,4,2,2,5,1,3,1,2,4.6370977,-74.1770135,23.45940028793128,2025
8. Kennedy,15,1,49,8,2,2,3,2,3,3,1,4.6370682,-74.1769455,30.47489892672244,2025
8. Kennedy,15,1,64,3,2,2,1,1,3,1,2,4.6367986,-74.1765321,23.02336829398523,2025
8. Kennedy,15,1,56,5,2,1,5,3,3,2,2,4.6369788,-74.1765853,23.53948346313697,2025
8. Kennedy,15,2,79,4,2,2,3,1,2,1,2,4.6368076,-74.1766458,28.58233843992466,2025
8. Kennedy,15,2,80,3,2,1,2,1,3,2,2,4.6368242,-74.1762415,40.24882301704192,2025
8. Kennedy,15,1,19,8,2,2,3,3,3,3,1,4.6371801,-74.1766291,28.61681117246327,2025
8. Kennedy,15,2,40,7,2,2,3,2,3,2,2,4.6368579,-74.1771173,34.85808767725037,2025
8. Kennedy,15,2,70,5,2,2,2,1,3,1,2,4.6366837,-74.1759511,21.45347453417756,2025
8. Kennedy,15,1,29,8,2,2,3,2,3,2,2,4.6367017,-74.1762377,37.10120294966655,2025
8. Kennedy,15,2,63,5,2,2,3,1,1,1,2,4.6362771,-74.1769959,22.94687862691194,2025
8. Kennedy,18,2,45,4,3,1,5,1,3,2,2,4.60801832233864,-74.1399785169099,373.320244417894,2025
5. Usme,5,1,34,5,2,1,3,3,3,3,2,4.4899157,-74.1006089,302.6798392260412,2025
3. Santa Fe,23,2,71,3,2,2,3,1,2,3,2,4.5862932,-74.08072,53.11996027933929,2025
3. Santa Fe,23,1,60,5,2,2,2,3,3,1,2,4.586333,-74.0807233,58.38537079668274,2025
3. Santa Fe,23,2,50,7,2,1,3,3,2,1,2,4.587189,-74.0804475,75.41931242528723,2025
3. Santa Fe,23,2,23,5,2,2,1,3,2,4,2,4.587234,-74.0807651,70.8233268665058,2025
3. Santa Fe,23,2,27,7,2,2,1,1,3,1,2,4.587625496,-74.08125318,86.53521710040962,2025
3. Santa Fe,23,2,50,5,2,2,1,1,3,1,2,4.587940903,-74.08116979,75.41931242528723,2025
11. Suba,10,2,63,4,2,1,4,1,3,1,2,4.7506067,-74.1137467,354.5582439100942,2025
3. Santa Fe,23,1,23,5,3,1,1,1,3,3,2,4.6037713,-74.069894,84.91304274406207,2025
3. Santa Fe,23,1,30,7,3,1,3,3,2,2,2,4.604869343,-74.06993651,167.8649588125908,2025
3. Santa Fe,23,2,61,8,3,2,3,5,3,4,2,4.604904,-74.0694174,103.8196928951595,2025
3. Santa Fe,23,2,39,11,3,1,4,3,2,3,2,4.6046401,-74.0684748,157.857648213252,2025
3. Santa Fe,23,1,35,8,3,1,3,3,3,3,2,4.6050702,-74.0698265,167.8649588125908,2025
3. Santa Fe,23,2,59,8,3,1,3,1,3,1,2,4.6047924,-74.069373,106.1764875470788,2025
8. Kennedy,18,1,28,5,2,1,3,3,2,2,1,4.6242899,-74.1308767,583.490451492114,2025
8. Kennedy,18,1,74,5,2,1,4,3,3,4,2,4.6240763,-74.1307184,358.7892858268631,2025
11. Suba,10,2,50,4,2,2,1,2,3,2,1,4.7505618,-74.1137876,468.2266077342471,2025
11. Suba,10,1,22,5,2,2,4,1,2,3,2,4.7505247,-74.1136881,441.354682820697,2025
11. Suba,10,2,29,7,2,2,4,1,3,1,2,4.7505497,-74.1136925,571.0558939273236,2025
11. Suba,28,2,23,8,3,1,3,1,3,1,2,4.736744591,-74.09139333,384.2889878049206,2025
11. Suba,28,1,62,4,2,1,4,3,3,2,2,4.7454683,-74.1014117,363.006290408328,2025
11. Suba,28,2,34,9,2,1,3,1,2,1,2,4.7454083,-74.1009083,582.7482281543147,2025
11. Suba,28,1,35,5,2,1,4,3,2,2,2,4.7451717,-74.1011617,584.7538345765,2025
11. Suba,28,1,80,3,3,2,3,1,3,5,2,4.73671354,-74.09130635,545.6818528768696,2025
8. Kennedy,18,2,37,9,3,2,2,2,3,1,2,4.6250239,-74.1469693,859.0964217377068,2025
8. Kennedy,18,2,59,5,3,1,4,1,3,1,2,4.6250173,-74.1470238,578.1696067230745,2025
8. Kennedy,18,2,50,8,3,1,3,3,3,3,2,4.6249906,-74.1469464,748.2321259888886,2025
8. Kennedy,18,1,31,5,3,2,3,2,2,2,2,4.6249138,-74.1468319,914.379210682426,2025
8. Kennedy,18,2,40,5,3,1,3,3,3,1,2,4.6249343,-74.1468852,859.0964217377068,2025
8. Kennedy,18,2,61,7,3,1,3,1,3,2,2,4.6249902,-74.1469437,565.5382332202721,2025
3. Santa Fe,23,2,57,4,2,2,1,1,3,1,2,4.5862817,-74.080795,58.18371220202395,2025
3. Santa Fe,23,2,48,5,2,2,3,3,3,1,1,4.586285,-74.0806633,75.41931242528723,2025
3. Santa Fe,23,1,72,3,2,1,3,1,1,1,2,4.58757841,-74.08126801,53.28502892921274,2025
3. Santa Fe,23,1,65,7,3,2,2,2,2,3,2,4.6031017,-74.069525,68.1825477880797,2025
3. Santa Fe,23,1,32,4,2,1,3,3,3,2,1,4.6039865,-74.0692221,109.8712092751915,2025
3. Santa Fe,23,2,47,1,2,2,1,2,3,3,2,4.58616,-74.08076,75.41931242528723,2025
3. Santa Fe,23,2,20,5,2,2,1,5,3,1,2,4.5862915,-74.0807126,70.8233268665058,2025
3. Santa Fe,23,2,26,7,3,2,3,3,2,2,2,4.6034792,-74.069996,103.3578987729985,2025
6. Tunjuelito,19,1,41,8,3,2,3,3,3,2,2,4.587258185,-74.14545363,128.2388896059805,2025
11. Suba,10,2,42,7,2,2,1,1,3,1,2,4.7505819,-74.1138377,538.0004741645282,2025
11. Suba,10,2,66,7,2,1,2,4,3,3,2,4.7505607,-74.1138127,331.8536233018818,2025
11. Suba,10,2,32,5,2,1,4,4,3,1,2,4.7505634,-74.1138276,571.0558939273236,2025
3. Santa Fe,23,2,53,7,4,1,5,3,3,3,1,4.61810919074606,-74.0712702794712,58.76637550579569,2025
3. Santa Fe,23,2,24,5,4,1,5,2,1,1,2,4.61814713340428,-74.0704083084559,55.18520505380936,2025
3. Santa Fe,23,2,66,10,4,1,4,3,2,4,2,4.618215,-74.0709251,41.3908246077028,2025
3. Santa Fe,23,2,35,9,4,1,5,1,3,1,2,4.6181988,-74.0708889,71.4382245629153,2025
5. Usme,5,2,18,3,1,2,1,3,3,1,2,4.4727307,-74.130601,185.778419353012,2025
17. La Candelaria,23,1,33,10,3,1,4,2,3,3,1,4.5930044,-74.0769714,16.8024837715925,2025
17. La Candelaria,23,2,23,8,2,1,4,3,3,2,2,4.5930438,-74.0770361,13.43380843970626,2025
17. La Candelaria,23,1,25,5,3,1,3,2,3,3,2,4.5931774,-74.0770312,16.05204511889531,2025
17. La Candelaria,23,2,20,7,3,1,2,2,2,3,2,4.5931879,-74.0770198,13.43380843970626,2025
17. La Candelaria,23,2,28,8,3,1,2,2,3,3,2,4.5931711,-74.0770443,16.00619540036684,2025
17. La Candelaria,23,1,22,5,3,1,2,2,3,3,2,4.5931548,-74.0770331,13.48176480367459,2025
17. La Candelaria,23,1,23,7,2,2,1,1,3,1,2,4.5928853,-74.0770186,13.48176480367459,2025
17. La Candelaria,23,1,20,7,3,1,4,1,2,1,2,4.592922,-74.0770013,13.48176480367459,2025
17. La Candelaria,23,1,34,9,3,1,4,2,3,3,2,4.5929202,-74.0770087,16.8024837715925,2025
17. La Candelaria,23,1,58,4,3,1,4,3,2,3,2,4.5929097,-74.0770015,11.04396254106972,2025
17. La Candelaria,23,2,28,8,3,2,2,1,3,3,2,4.5929287,-74.0770246,16.00619540036684,2025
17. La Candelaria,23,2,69,5,3,1,2,2,2,3,2,4.592926,-74.0770487,9.918111040550249,2025
2. Chapinero,6,2,69,3,2,1,3,2,3,2,2,4.670085324,-74.01978424,33.80959749446728,2025
8. Kennedy,18,1,52,5,3,2,3,3,1,2,2,4.5965652,-74.1450096,732.233743334298,2025
8. Kennedy,15,2,42,8,2,2,3,1,3,1,2,4.6365466,-74.1768058,34.85808767725037,2025
8. Kennedy,15,2,45,8,2,2,3,1,3,1,2,4.6365687,-74.1768259,29.05014424163772,2025
8. Kennedy,15,1,32,4,2,1,5,5,3,5,2,4.6368337,-74.1763645,37.10120294966655,2025
8. Kennedy,15,2,18,5,2,2,2,3,2,3,2,4.6365517,-74.1781458,28.50863212664502,2025
8. Kennedy,15,2,63,5,2,1,4,5,1,4,2,4.6369141,-74.1765663,22.94687862691194,2025
8. Kennedy,15,1,78,4,2,2,4,1,3,1,2,4.6369781,-74.1767649,28.69082951801803,2025
8. Kennedy,15,2,70,5,2,2,4,1,3,3,2,4.6370557,-74.1768263,21.45347453417756,2025
8. Kennedy,15,2,75,3,2,2,4,3,3,3,2,4.6370306,-74.1766583,21.45347453417756,2025
8. Kennedy,15,1,55,7,2,2,3,3,3,3,2,4.6353162,-74.1790151,30.47489892672243,2025
8. Kennedy,15,2,54,5,2,2,3,1,3,3,2,4.6370285,-74.1766581,30.35973656821873,2025
8. Kennedy,15,1,71,7,2,2,2,2,3,2,2,4.6371576,-74.1769465,21.51871248243265,2025
8. Kennedy,15,2,62,4,2,1,1,1,3,1,2,4.6371621,-74.176915,22.94687862691194,2025
8. Kennedy,15,2,63,4,2,1,3,1,3,2,2,4.6374601,-74.1769203,22.94687862691194,2025
8. Kennedy,15,2,50,5,2,1,4,3,2,3,2,4.6376182,-74.1768877,30.35973656821873,2025
8. Kennedy,15,1,53,8,2,1,3,2,3,1,2,4.6366444,-74.1765024,30.47489892672244,2025
2. Chapinero,23,2,26,8,4,1,3,3,3,3,2,4.6277973,-74.0665558,71.5644652757259,2025
16. Puente Aranda,31,2,28,8,3,1,3,1,3,1,1,4.611430255,-74.10692743,116.5835989403173,2025
18. Rafael Uribe Uribe,20,1,32,5,2,2,1,1,3,1,2,4.55444033011429,-74.1142621433604,4608.90637784342,2025
3. Santa Fe,23,1,19,6,4,1,4,3,3,1,1,4.6212211,-74.0684656,55.39492216563757,2025
8. Kennedy,18,2,19,5,3,2,3,1,3,1,2,4.6182912,-74.1283702,426.8857820239795,2025
11. Suba,28,2,62,5,3,2,2,1,3,1,2,4.7372587,-74.0914907,309.8839994639053,2025
3. Santa Fe,23,2,74,5,4,2,3,1,3,1,2,4.621098,-74.0684318,41.39082460770278,2025
11. Suba,28,2,50,3,3,2,3,2,3,2,2,4.7369774,-74.0910228,409.2301796736611,2025
16. Puente Aranda,31,2,42,5,3,2,1,1,3,5,1,4.606984241,-74.11029126,185.4503685914835,2025
3. Santa Fe,23,2,67,3,4,2,3,2,3,1,2,4.6211058,-74.0684267,41.39082460770278,2025
11. Suba,28,2,52,3,3,1,3,3,3,1,2,4.7377993,-74.093762,409.2301796736611,2025
3. Santa Fe,23,2,70,8,4,2,3,2,3,2,2,4.6210761,-74.068307,41.39082460770278,2025
8. Kennedy,18,2,24,8,3,2,1,1,3,1,2,4.6047923,-74.1403442,366.3613311180912,2025
3. Santa Fe,23,1,77,5,4,1,4,3,2,3,2,4.6210757,-74.0684353,55.53838396201374,2025
11. Suba,8,2,39,8,3,1,4,4,3,5,2,4.7481906,-74.0530939,630.2320342630717,2025
11. Suba,8,2,56,9,3,2,4,4,3,5,1,4.7488853,-74.0530849,424.4869447186655,2025
11. Suba,8,2,40,7,3,1,4,3,2,1,2,4.7488235,-74.053119,630.2320342630717,2025
4. San Cristóbal,21,2,19,5,2,2,3,3,3,3,1,4.565842403,-74.08008271,193.0157104557675,2025
11. Suba,8,2,70,7,3,2,4,2,3,1,2,4.7472352,-74.053064,388.7446092234421,2025
11. Suba,8,1,68,7,3,1,4,4,3,3,2,4.748802,-74.0529375,389.9048846079115,2025
3. Santa Fe,23,1,28,8,4,2,3,1,2,2,2,4.621099,-74.0684336,67.66606400549165,2025
5. Usme,5,1,80,5,2,1,4,4,2,4,2,4.4753,-74.1232517,264.6417689748148,2025
5. Usme,5,2,25,7,2,2,2,2,3,2,2,4.4751233,-74.1235867,227.556397560555,2025
5. Usme,5,2,25,5,2,1,3,3,2,2,2,4.4754117,-74.123645,227.556397560555,2025
5. Usme,5,1,24,7,2,2,3,3,2,3,2,4.47541,-74.1236317,186.4790776315202,2025
5. Usme,5,2,63,3,2,2,3,1,3,1,2,4.4754079,-74.1232065,150.1978216974183,2025
5. Usme,5,2,40,5,1,1,5,3,2,3,2,4.4749652,-74.1232116,227.4729451551316,2025
5. Usme,5,2,53,5,2,2,3,3,3,1,2,4.4753948,-74.1235297,197.8136819767834,2025
5. Usme,5,2,53,5,2,2,3,1,3,3,2,4.4754156,-74.123597,197.8136819767834,2025
11. Suba,10,1,63,5,2,2,3,1,3,2,2,4.7505693,-74.1137421,355.722886240121,2025
11. Suba,10,2,54,5,2,2,2,2,3,4,1,4.750709,-74.1137002,468.2266077342471,2025
11. Suba,10,1,71,8,2,1,1,1,2,4,2,4.7506348,-74.1139037,332.8440977193492,2025
11. Suba,10,1,46,7,2,1,5,1,3,1,2,4.7505483,-74.1138267,470.0053323605764,2025
11. Suba,10,2,43,5,2,2,2,2,3,2,1,4.75021146,-74.11409511,538.0004741645282,2025
11. Suba,10,2,33,9,2,2,1,1,3,1,2,4.7506133,-74.1137867,571.0558939273236,2025
11. Suba,10,1,19,7,2,2,3,2,1,2,1,4.7505667,-74.1137483,441.354682820697,2025
3. Santa Fe,23,1,20,5,3,2,2,1,2,1,2,4.6210805,-74.0684391,55.39492216563757,2025
11. Suba,28,2,80,3,2,2,2,2,3,2,2,4.7235338,-74.0907945,1864.152781420437,2025
11. Suba,28,2,80,3,2,1,4,4,2,3,2,4.7278949,-74.0956258,487.5828611300892,2025
11. Suba,28,1,54,5,3,2,1,1,3,3,1,4.7255506,-74.0949336,368.1852685111277,2025
11. Suba,28,1,28,5,2,2,2,2,2,3,1,4.7256931,-74.0951535,423.1257772098159,2025
11. Suba,28,1,62,4,2,2,1,1,3,3,2,4.7274829,-74.0958096,278.6605116330763,2025
11. Suba,28,1,81,3,2,2,1,1,2,1,2,4.7278836,-74.0955914,489.0931374033376,2025
11. Suba,28,2,57,5,2,2,2,1,3,2,2,4.723477,-74.0908464,1085.283540435798,2025
11. Suba,28,2,59,5,2,2,2,3,2,3,2,4.727877,-74.0956739,283.8638866176348,2025
2. Chapinero,23,2,24,5,4,1,4,2,3,4,2,4.631859,-74.0667606,16.24345156015996,2025
11. Suba,28,2,70,9,2,2,1,1,3,1,2,4.7257763,-74.095059,259.9621897652382,2025
5. Usme,5,1,35,7,1,2,3,1,3,1,2,4.496459338,-74.10083997,191.4204288870793,2025
5. Usme,5,2,50,5,1,1,4,2,3,1,2,4.4964329,-74.100768,156.1562545593872,2025
9. Fontibón,12,1,44,7,2,2,3,3,3,2,2,4.680105729,-74.16439634,570.5309899409599,2025
5. Usme,5,2,26,5,2,1,4,2,3,1,2,4.495951886,-74.10102804,179.6354751045666,2025
5. Usme,5,1,70,7,2,2,2,1,3,3,2,4.49536,-74.1017667,111.4640831137404,2025
5. Usme,5,2,49,5,1,1,5,1,3,1,2,4.4946697,-74.1023178,342.9223852803389,2025
8. Kennedy,14,2,34,5,2,2,2,1,3,1,2,4.6463854,-74.1687929,529.8403641133575,2025
8. Kennedy,14,1,27,4,2,1,4,2,2,1,2,4.6468474,-74.1686983,501.465018344594,2025
8. Kennedy,14,1,36,5,2,1,4,3,2,1,2,4.647098,-74.1686503,501.2852762715501,2025
8. Kennedy,14,2,31,7,2,2,2,1,2,1,2,4.6468444,-74.1687263,529.8403641133575,2025
8. Kennedy,14,1,61,4,2,2,3,3,3,4,2,4.6469078,-74.1687024,329.9126229402503,2025
8. Kennedy,14,2,38,8,2,1,4,4,2,3,2,4.6517538,-74.1688906,551.5952697033464,2025
8. Kennedy,14,2,53,5,2,2,4,2,2,2,2,4.6515777,-74.1691852,480.4132468631773,2025
8. Kennedy,14,2,34,7,2,1,3,3,2,3,2,4.6514015,-74.1692602,585.1024866854725,2025
8. Kennedy,14,2,25,5,2,1,3,3,2,2,2,4.6512885,-74.1692357,551.7935679321893,2025
8. Kennedy,14,2,38,5,2,2,3,1,3,1,2,4.6514432,-74.1690746,551.5952697033464,2025
11. Suba,9,2,27,7,3,1,4,3,3,2,2,4.7436783,-74.084745,722.0505094365956,2025
11. Suba,9,2,54,7,3,2,4,1,3,2,2,4.7447339,-74.0860895,628.1790452379774,2025
11. Suba,9,1,52,8,3,1,5,1,3,2,2,4.7451033,-74.0877319,630.565405857071,2025
8. Kennedy,14,2,70,5,2,2,3,1,3,2,2,4.6513889,-74.1692692,339.4803289647067,2025
8. Kennedy,14,2,41,7,2,2,1,1,3,1,1,4.6515097,-74.1693298,551.5952697033464,2025
8. Kennedy,14,2,24,5,2,1,3,3,3,3,2,4.6515039,-74.1692646,451.1213229012873,2025
3. Santa Fe,23,2,56,9,4,2,2,1,3,1,2,4.6210945,-74.0684341,45.33647642270007,2025
3. Santa Fe,23,2,28,5,2,2,1,1,3,1,2,4.5839633,-74.0798717,86.53521710040962,2025
3. Santa Fe,23,2,32,4,2,2,1,1,3,1,2,4.58491,-74.0798967,91.68204999961205,2025
3. Santa Fe,23,2,63,4,2,2,1,1,3,1,2,4.58486,-74.079905,56.89221099573535,2025
3. Santa Fe,23,1,31,10,2,1,3,1,3,1,2,4.5848733,-74.0799167,91.98841172840343,2025
3. Santa Fe,23,2,20,8,2,2,1,1,2,1,1,4.5848617,-74.0798817,70.8233268665058,2025
3. Santa Fe,23,2,20,5,2,2,3,4,2,4,2,4.5852167,-74.07885,70.8233268665058,2025
3. Santa Fe,23,2,67,3,2,1,4,4,2,4,2,4.5846717,-74.07861,53.11996027933929,2025
3. Santa Fe,23,2,48,4,2,1,2,2,3,2,1,4.584644586,-74.08016623,75.41931242528723,2025
3. Santa Fe,23,2,25,5,2,2,1,3,1,2,2,4.5863521,-74.0773869,86.53521710040962,2025
3. Santa Fe,23,2,46,8,2,2,1,1,2,1,2,4.585863723,-74.07717317,75.41931242528723,2025
3. Santa Fe,23,1,19,5,2,1,4,3,1,2,2,4.5853417,-74.077415,71.092472619358,2025
3. Santa Fe,23,2,42,4,2,1,3,2,2,1,2,4.586577037,-74.07750063,86.50450005191279,2025
11. Suba,28,1,55,3,3,2,2,1,3,3,2,4.7378449,-74.0912255,410.7847854700831,2025
11. Suba,28,2,35,5,3,1,5,4,1,4,2,4.73771883067242,-74.0938822049046,499.1030031514567,2025
5. Usme,20,2,35,8,2,2,4,3,1,4,2,4.5393233,-74.1139277,296.4358230004387,2025
11. Suba,9,2,35,5,3,1,4,2,1,3,2,4.7449226,-74.0867864,766.1361834190951,2025
11. Suba,9,2,30,8,3,1,3,3,3,1,2,4.744288,-74.0878569,766.1361834190951,2025
11. Suba,9,2,43,4,3,1,5,1,2,1,2,4.744295426,-74.08662101,721.7885925655679,2025
11. Suba,9,1,60,3,3,1,3,2,3,2,2,4.7446899,-74.0869747,487.7915359840776,2025
11. Suba,28,2,20,5,3,2,1,1,3,1,1,4.7375885,-74.0914278,384.2889878049206,2025
11. Suba,9,1,43,9,3,1,4,2,3,2,2,4.7438281,-74.0848828,724.3959770937931,2025
11. Suba,9,2,58,5,3,1,4,1,3,1,2,4.74451,-74.085245,486.1540158763975,2025
5. Usme,20,2,77,3,1,1,3,1,3,5,2,4.5389852,-74.1141356,228.4918706928995,2025
5. Usme,20,1,66,3,1,2,1,1,3,1,2,4.5397174,-74.1140836,873.7676102544737,2025
5. Usme,20,2,64,3,1,2,1,1,2,1,2,4.5393234,-74.1144027,929.4535384701769,2025
8. Kennedy,15,2,55,5,2,2,1,1,3,1,2,4.6358676,-74.1801061,30.35973656821872,2025
8. Kennedy,15,1,65,5,2,2,3,1,3,1,2,4.6357691,-74.1802455,23.02336829398522,2025
8. Kennedy,15,2,45,10,2,2,2,2,2,1,2,4.6357791,-74.1803475,29.05014424163771,2025
8. Kennedy,15,2,49,4,2,2,2,1,3,2,2,4.635596,-74.1804204,30.35973656821872,2025
8. Kennedy,15,2,64,3,2,1,4,1,3,4,2,4.6357331,-74.1802441,22.94687862691193,2025
8. Kennedy,15,2,35,9,2,2,3,1,3,1,1,4.6357637,-74.1802046,36.97557774929496,2025
8. Kennedy,15,2,21,5,2,1,4,3,1,3,2,4.6357415,-74.1802635,28.50863212664501,2025
8. Kennedy,15,2,62,3,2,2,3,1,2,4,2,4.6359291,-74.179801,22.94687862691193,2025
8. Kennedy,15,2,47,5,2,2,1,1,3,2,2,4.6359194,-74.1801393,30.35973656821872,2025
8. Kennedy,15,1,29,8,2,1,4,2,2,2,2,4.6358892,-74.1802774,37.10120294966654,2025
5. Usme,20,2,61,5,1,1,3,4,2,3,2,4.5397787,-74.1139968,929.4535384701769,2025
11. Suba,28,1,26,8,3,1,4,3,2,3,2,4.7376817,-74.0934867,472.0819828584293,2025
11. Suba,9,1,29,5,3,2,3,2,3,3,2,4.744475,-74.0878,768.7729441598365,2025
11. Suba,9,2,65,5,3,2,3,1,3,2,2,4.7443579,-74.0852682,475.6800563267226,2025
3. Santa Fe,23,2,34,5,4,2,3,1,2,1,1,4.6209403,-74.0689041,71.4382245629153,2025
3. Santa Fe,23,1,64,7,3,1,4,4,3,2,2,4.6216723,-74.0688882,44.48040967227806,2025
3. Santa Fe,23,2,52,7,3,2,2,1,3,2,2,4.6018897,-74.0696607,90.08103198189221,2025
3. Santa Fe,23,2,26,5,3,2,3,3,3,1,1,4.6027647,-74.0693206,103.3578987729985,2025
3. Santa Fe,23,2,60,8,3,2,2,1,3,1,1,4.6107461,-74.0730074,58.00776477371738,2025
8. Kennedy,14,2,26,8,2,1,3,3,3,1,2,4.6519133,-74.1727536,499.6774267783315,2025
8. Kennedy,14,1,50,5,2,2,2,2,3,2,2,4.6522534,-74.1727265,436.6890938968564,2025
8. Kennedy,14,2,52,4,2,2,2,2,3,3,2,4.6517984,-74.1721522,435.0388785472687,2025
8. Kennedy,14,2,61,7,2,1,3,1,3,1,2,4.6516369,-74.1720741,328.8165666912363,2025
8. Kennedy,14,2,59,5,2,2,3,3,3,2,2,4.6519746,-74.1721277,336.1607295149165,2025
3. Santa Fe,23,2,77,10,2,2,2,3,2,4,2,4.609115,-74.0749467,70.79198898315609,2025
3. Santa Fe,23,2,44,3,2,2,1,5,1,3,2,4.6091483,-74.0749783,86.2429106182886,2025
3. Santa Fe,23,1,65,5,2,2,2,2,2,2,2,4.6088617,-74.0748117,56.91243221575493,2025
