NUMERO,corredor,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,seguridad_empeoro,fue_victima,indice_satisfaccion
407,2,10/10/2024 9:52:43 a. m.,2,1,1.0,1.0,,0,0,0,100,0,3,1,1,3,1,1,3,1,1,1,1,3,1,5,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,1,2,45,3,4,Primera Línea Metro,Micro,1,0,0,1.6666666666666667
408,2,10/10/2024 9:59:58 a. m.,92,1,2.0,,,0,0,0,0,100,1,3,3,1,3,1,1,3,3,5,1,5,5,5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,,,,,5,5,5,1,54,3,4,Primera Línea Metro,Micro,1,0,0,2.5
409,2,10/10/2024 10:02:48 a. m.,2,1,4.0,2.0,,50,0,50,0,0,1,3,1,1,3,3,1,1,3,1,1,3,5,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,3,1,1,2,34,4,4,Primera Línea Metro,Micro,1,0,0,1.8333333333333333
410,2,10/10/2024 10:01:14 a. m.,3,2,1.0,,,100,0,0,0,0,4,3,3,5,4,2,2,5,2,3,4,3,5,4,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,2,1,1,39,4,4,Primera Línea Metro,Pequeña,1,0,0,3.3333333333333335
411,2,10/10/2024 10:10:07 a. m.,92,1,1.0,,,50,0,50,0,0,2,1,3,2,3,1,3,3,3,3,1,4,4,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,3,1,1,2,27,4,4,Primera Línea Metro,Micro,1,0,0,2.4166666666666665
412,2,10/10/2024 9:57:13 a. m.,92,2,3.0,2.0,,50,0,50,0,0,5,1,5,1,1,1,1,5,3,5,5,5,4,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,,2,,4,,,7,1,2,2,2,32,3,4,Primera Línea Metro,Pequeña,1,0,1,3.1666666666666665
413,1,10/10/2024 9:46:40 a. m.,2,3,4.0,2.0,1.0,25,50,25,0,0,5,1,5,1,5,1,1,1,1,1,1,5,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,,,,,7,1,1,1,1,67,2,17,Calle 13,Mediana,1,0,1,2.3333333333333335
414,2,10/10/2024 10:12:32 a. m.,2,1,2.0,,,0,100,0,0,0,3,1,1,1,3,1,3,1,1,5,1,3,1,5,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,,,4,,6,,4,1,1,1,29,4,4,Primera Línea Metro,Micro,1,0,0,2.0
415,2,10/10/2024 10:09:29 a. m.,2,3,2.0,1.0,,100,0,0,0,0,1,2,3,1,2,2,2,1,1,1,2,3,3,5,3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,2,25,4,4,Primera Línea Metro,Mediana,1,0,1,1.75
416,2,10/10/2024 10:24:00 a. m.,2,3,2.0,1.0,,100,0,0,0,0,5,1,4,1,2,2,4,2,2,3,1,5,5,1,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,6,,5,1,1,1,47,2,4,Primera Línea Metro,Mediana,1,0,0,2.6666666666666665
417,2,10/10/2024 10:39:19 a. m.,2,2,1.0,1.0,,0,0,100,0,0,1,1,4,3,3,2,1,2,4,2,1,4,4,5,1,,,,,,,,1,0,0,0,0,0,0,0,,2,3,4,,,,5,5,5,2,32,3,4,Primera Línea Metro,Pequeña,1,0,1,2.3333333333333335
418,2,10/10/2024 10:43:43 a. m.,2,2,2.0,,1.0,0,50,50,0,0,2,3,3,2,1,3,2,1,1,1,1,3,5,5,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,,,3,,5,,7,3,5,3,1,32,3,4,Primera Línea Metro,Pequeña,1,1,1,1.9166666666666667
419,1,10/10/2024 10:41:45 a. m.,3,2,2.0,1.0,,100,0,0,0,0,5,5,5,1,1,5,5,5,1,5,5,5,5,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,1,2,25,4,17,Calle 13,Pequeña,1,1,0,4.0
420,2,10/10/2024 10:36:35 a. m.,2,1,3.0,1.0,,0,0,100,0,0,1,1,3,2,1,1,1,1,3,1,2,5,5,5,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1,,3,4,,,,5,5,3,1,52,3,4,Primera Línea Metro,Micro,1,1,1,1.8333333333333333
421,2,10/10/2024 10:21:06 a. m.,2,1,1.0,1.0,,0,100,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,2,2,2,3,32,6,4,Primera Línea Metro,Micro,1,1,0,1.1666666666666667
422,1,10/10/2024 11:07:01 a. m.,2,1,2.0,2.0,,50,0,0,50,0,1,5,5,1,5,1,1,1,1,5,1,1,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,,,3,4,,,7,5,5,5,2,31,4,17,Calle 13,Micro,1,1,1,2.3333333333333335
423,2,10/10/2024 11:01:19 a. m.,2,4,2.0,2.0,,100,0,0,0,0,1,1,3,2,1,2,1,2,2,1,1,1,3,3,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,0,,2,3,,5,,,1,1,5,2,26,3,4,Primera Línea Metro,Grande,0,1,1,1.5
424,2,10/10/2024 10:55:47 a. m.,2,3,4.0,3.0,2.0,50,50,0,0,0,1,3,3,3,1,3,3,3,3,3,3,3,1,3,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,1,1,1,30,2,4,Primera Línea Metro,Mediana,1,0,0,2.6666666666666665
425,2,10/10/2024 11:48:21 a. m.,3,2,2.0,,,50,0,0,0,50,2,3,3,1,3,2,2,2,2,3,2,4,4,4,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,,,4,,,7,3,1,1,1,25,3,4,Primera Línea Metro,Pequeña,1,0,0,2.4166666666666665
426,2,10/10/2024 11:45:38 a. m.,3,2,2.0,1.0,,100,0,0,0,0,5,5,5,5,5,5,5,5,2,5,5,4,3,4,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,,,,6,7,3,3,3,2,27,5,4,Primera Línea Metro,Pequeña,1,1,0,4.666666666666667
427,1,10/10/2024 11:51:34 a. m.,2,1,2.0,2.0,1.0,0,0,50,50,0,1,1,1,5,1,1,5,1,1,5,1,1,5,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,,,,7,1,1,1,2,18,3,17,Calle 13,Micro,1,0,0,2.0
428,2,10/10/2024 11:59:52 a. m.,3,1,3.0,2.0,,0,0,100,0,0,2,1,2,2,2,1,1,1,1,5,2,3,5,5,2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,0,0,0,1,1,0,1,,3,,,,7,2,5,5,1,32,1,4,Primera Línea Metro,Micro,1,1,1,1.9166666666666667
429,2,10/10/2024 12:02:56 p. m.,2,2,2.0,2.0,,50,0,50,0,0,2,5,5,3,4,4,5,2,1,5,2,5,5,5,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,4,,6,,5,1,1,2,55,4,4,Primera Línea Metro,Pequeña,1,1,1,3.5833333333333335
430,2,10/10/2024 12:29:40 p. m.,2,1,1.0,,,100,0,0,0,0,1,1,1,3,3,4,1,1,1,2,1,4,93,1,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,,,,,1,3,3,2,27,4,5,Primera Línea Metro,Micro,1,0,0,1.9166666666666667
431,1,10/10/2024 12:22:21 p. m.,3,1,1.0,,,0,0,0,0,100,3,5,3,3,1,3,5,1,3,1,5,3,3,5,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,4,,,7,3,1,1,1,30,3,19,Calle 13,Micro,1,0,0,3.0
432,2,10/10/2024 12:10:04 p. m.,3,1,1.0,1.0,,100,0,0,0,0,3,1,1,3,4,3,1,2,2,4,3,4,3,5,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,0,1,0,0,,2,3,,,,7,1,2,4,2,48,3,4,Primera Línea Metro,Micro,1,1,1,2.5833333333333335
433,2,10/10/2024 12:24:24 p. m.,2,1,2.0,1.0,,0,0,0,100,0,3,3,3,3,1,3,3,1,1,5,3,3,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,1,1,1,38,5,4,Primera Línea Metro,Micro,1,1,0,2.6666666666666665
434,1,10/10/2024 12:35:14 p. m.,2,2,3.0,,,50,50,0,0,0,1,1,1,1,1,2,1,1,1,2,1,1,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,6,7,1,5,1,1,59,5,17,Calle 13,Pequeña,1,0,1,1.1666666666666667
435,1,10/10/2024 12:14:27 p. m.,2,3,15.0,4.0,2.0,0,0,30,20,50,2,2,3,1,3,2,4,2,2,5,5,4,5,5,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,,,5,,7,1,5,5,1,48,3,19,Calle 13,Mediana,1,0,0,2.9166666666666665
436,1,10/10/2024 12:48:01 p. m.,1,1,1.0,,,0,50,50,0,0,3,3,3,1,1,3,5,1,1,5,3,3,93,2,3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,,1,1,1,1,43,4,19,Calle 13,Micro,1,0,0,2.6666666666666665
437,2,10/10/2024 12:39:56 p. m.,2,2,1.0,1.0,,100,0,0,0,0,4,5,5,2,2,2,2,5,2,3,4,5,5,1,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,1,1,,3,,,6,,5,3,1,2,52,4,4,Primera Línea Metro,Pequeña,1,0,1,3.4166666666666665
438,2,10/10/2024 12:55:13 p. m.,2,1,2.0,1.0,,0,0,0,0,100,2,1,3,1,2,3,3,1,2,4,1,3,3,5,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,,2,3,,,,7,5,1,5,2,33,3,4,Primera Línea Metro,Micro,1,0,1,2.1666666666666665
439,1,10/10/2024 12:59:45 p. m.,3,1,3.0,1.0,1.0,0,0,30,70,0,1,3,4,1,2,2,2,5,1,3,1,1,5,2,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,,4,,,,4,5,4,1,24,3,19,Calle 13,Micro,1,0,0,2.1666666666666665
440,1,10/10/2024 1:07:12 p. m.,3,1,1.0,,,0,50,0,0,50,1,1,1,1,2,1,3,1,2,2,1,3,93,5,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,,4,5,,7,3,4,3,1,56,4,19,Calle 13,Micro,1,0,0,1.5833333333333333
441,2,10/10/2024 12:31:34 p. m.,92,2,1.0,1.0,,100,0,0,0,0,1,2,1,1,1,2,1,2,1,1,1,1,93,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,2,78,2,4,Primera Línea Metro,Pequeña,1,1,0,1.25
442,1,10/10/2024 1:32:00 p. m.,3,1,5.0,,2.0,90,10,0,0,0,3,4,1,1,4,4,3,4,4,4,4,4,93,4,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,,4,,,,1,1,1,1,25,4,19,Calle 13,Micro,1,0,0,3.3333333333333335
443,1,10/10/2024 1:21:56 p. m.,3,1,1.0,,1.0,0,0,100,0,0,1,1,1,1,5,1,1,1,5,1,5,5,5,5,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,,2,3,,,6,,3,1,5,1,24,3,17,Calle 13,Micro,1,1,1,2.3333333333333335
444,2,10/10/2024 1:35:16 p. m.,2,2,3.0,1.0,,100,0,0,0,0,2,5,2,1,2,2,1,2,2,2,5,1,1,1,2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,,,,4,5,,,1,5,3,2,61,3,4,Primera Línea Metro,Pequeña,1,1,1,2.25
445,1,10/10/2024 1:30:41 p. m.,3,1,3.0,2.0,,0,0,100,0,0,2,1,4,2,3,2,4,2,1,4,1,4,1,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,1,2,67,2,19,Calle 13,Micro,1,0,0,2.5
446,2,10/10/2024 1:31:34 p. m.,3,2,3.0,2.0,,50,50,0,0,0,1,1,2,1,2,1,1,2,1,3,1,3,3,5,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,0,0,0,0,1,,3,4,,,,3,5,5,2,55,3,4,Primera Línea Metro,Pequeña,1,1,1,1.5833333333333333
447,1,10/10/2024 1:57:29 p. m.,3,1,2.0,1.0,2.0,0,0,0,0,100,1,1,1,1,1,1,1,3,1,2,1,1,93,5,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,,,3,4,,6,,3,4,5,1,24,5,19,Calle 13,Micro,1,1,1,1.25
448,1,10/10/2024 2:07:41 p. m.,3,1,2.0,2.0,,0,0,100,0,0,1,1,3,1,1,2,1,2,1,1,1,2,3,5,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,1,,3,,,,7,5,4,5,2,28,4,19,Calle 13,Micro,1,1,1,1.4166666666666667
449,1,10/10/2024 2:03:54 p. m.,3,2,1.0,1.0,,100,0,0,0,0,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,,,,,,,,0,0,0,0,0,0,0,1,,2,3,,,,7,1,1,1,2,58,3,17,Calle 13,Pequeña,1,0,0,4.666666666666667
450,2,10/10/2024 2:26:30 p. m.,3,2,1.0,1.0,1.0,100,0,0,0,0,3,1,3,1,3,3,3,2,3,1,1,4,4,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,1,1,1,2,23,3,4,Primera Línea Metro,Pequeña,1,0,0,2.3333333333333335
451,2,10/10/2024 2:40:40 p. m.,2,2,2.0,1.0,,100,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,5,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,1,,3,,,,7,2,1,1,2,35,4,4,Primera Línea Metro,Pequeña,1,1,1,1.0833333333333333
452,2,10/10/2024 2:28:35 p. m.,2,2,1.0,1.0,,100,0,0,0,0,1,1,2,1,1,3,1,2,2,4,4,3,3,5,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,5,1,1,2,45,3,4,Primera Línea Metro,Pequeña,1,0,0,2.0833333333333335
453,1,10/10/2024 2:36:36 p. m.,3,2,1.0,,,100,0,0,0,0,1,1,5,3,1,5,5,5,1,5,1,5,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,,,,6,7,1,5,1,1,89,2,17,Calle 13,Pequeña,1,0,0,3.1666666666666665
454,1,10/10/2024 2:27:12 p. m.,2,1,7.0,3.0,2.0,0,10,30,40,20,2,3,4,5,2,4,4,1,2,5,4,4,4,5,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,1,5,3,2,31,6,19,Calle 13,Micro,1,1,0,3.3333333333333335
455,2,10/10/2024 2:54:45 p. m.,2,2,4.0,2.0,,100,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,3,5,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,,3,,,6,,2,5,3,3,41,3,4,Primera Línea Metro,Pequeña,1,0,1,1.1666666666666667
456,1,10/10/2024 2:38:17 p. m.,3,1,2.0,2.0,,100,0,0,0,0,1,3,2,3,1,1,1,1,1,1,1,1,5,1,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,4,,6,,5,5,4,2,29,3,19,Calle 13,Micro,1,0,0,1.4166666666666667
457,2,10/10/2024 3:02:43 p. m.,92,2,1.0,1.0,,0,0,0,0,100,1,1,2,2,2,1,2,1,2,1,1,1,1,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,5,1,1,2,44,5,4,Primera Línea Metro,Pequeña,1,0,0,1.4166666666666667
458,2,10/10/2024 3:13:50 p. m.,2,2,1.0,,,100,0,0,0,0,5,1,2,1,2,4,3,2,1,4,2,1,4,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,,2,3,,,,7,1,1,1,2,32,3,4,Primera Línea Metro,Pequeña,1,0,1,2.3333333333333335
459,1,10/10/2024 3:03:43 p. m.,3,2,2.0,1.0,,0,50,0,50,0,1,5,5,1,1,1,1,1,5,5,1,5,4,5,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,,,,6,7,5,5,5,2,39,4,17,Calle 13,Pequeña,1,0,1,2.6666666666666665
460,1,10/10/2024 3:47:22 p. m.,2,1,2.0,1.0,,0,0,0,0,100,3,5,2,4,1,2,3,2,5,2,1,1,4,3,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,1,5,5,1,26,4,19,Calle 13,Micro,1,0,0,2.5833333333333335
461,1,10/10/2024 4:18:02 p. m.,2,1,1.0,1.0,,100,0,0,0,0,1,5,5,5,5,5,5,5,1,5,5,5,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,6,,1,5,5,2,33,5,17,Calle 13,Micro,1,0,0,4.333333333333333
462,1,10/10/2024 4:11:26 p. m.,2,1,1.0,1.0,,0,0,0,0,100,1,1,2,2,3,1,1,3,1,3,1,4,3,3,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,,4,,6,7,5,2,5,2,25,5,19,Calle 13,Micro,1,0,0,1.9166666666666667
463,1,10/10/2024 5:36:39 p. m.,2,1,2.0,1.0,,0,0,100,0,0,2,4,3,4,1,4,3,3,1,4,3,3,4,5,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,6,,4,5,5,2,36,3,19,Calle 13,Micro,1,0,0,2.9166666666666665
464,1,10/10/2024 9:49:32 a. m.,1,2,1.0,,,0,100,0,0,0,1,1,5,5,3,1,1,5,5,5,1,5,3,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,4,,6,7,5,5,1,1,46,1,17,Calle 13,Pequeña,1,0,0,3.1666666666666665
465,1,10/10/2024 10:24:33 a. m.,1,3,1.0,2.0,,100,0,0,0,0,5,5,5,1,5,4,3,5,4,5,4,5,5,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,2,1,1,2,51,4,17,Calle 13,Mediana,1,1,0,4.25
466,1,10/10/2024 10:52:14 a. m.,2,1,3.0,2.0,,20,80,0,0,0,1,4,3,2,5,3,1,3,3,5,1,4,5,3,2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,,,3,,,,,5,1,3,1,42,3,17,Calle 13,Micro,1,1,1,2.9166666666666665
467,1,10/10/2024 11:52:43 a. m.,2,2,1.0,1.0,,0,50,50,0,0,3,5,3,4,5,5,5,1,5,5,5,5,5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,4,3,1,2,47,3,17,Calle 13,Pequeña,1,0,0,4.25
468,1,10/10/2024 12:24:20 p. m.,3,1,3.0,2.0,,100,0,0,0,0,5,4,2,2,3,2,5,3,1,1,5,2,3,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,1,1,3,2,30,3,17,Calle 13,Micro,1,0,0,2.9166666666666665
469,1,10/10/2024 1:19:17 p. m.,2,2,2.0,1.0,1.0,100,0,0,0,0,2,1,2,1,1,5,5,5,2,1,1,4,5,5,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,2,1,4,1,22,5,17,Calle 13,Pequeña,1,1,0,2.5
470,1,10/10/2024 1:54:01 p. m.,2,3,2.0,1.0,1.0,100,0,0,0,0,4,4,4,4,4,3,5,4,5,4,4,5,5,3,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,1,1,1,2,50,3,17,Calle 13,Mediana,1,0,0,4.166666666666667
471,1,10/10/2024 2:35:42 p. m.,2,2,2.0,1.0,,100,0,0,0,0,3,3,4,4,4,4,3,2,3,4,3,4,5,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,,2,3,,,,7,3,5,5,2,30,4,17,Calle 13,Pequeña,1,0,1,3.4166666666666665
472,1,10/10/2024 3:00:53 p. m.,2,2,1.0,,,0,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,,2,3,4,,,,5,1,1,1,52,1,17,Calle 13,Pequeña,1,1,1,1.0
473,1,10/10/2024 3:26:27 p. m.,2,1,7.0,3.0,1.0,0,0,0,40,60,1,3,2,2,5,3,3,1,1,2,3,1,93,5,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,5,,7,5,1,1,1,25,3,19,Calle 13,Micro,1,0,0,2.25
474,1,10/10/2024 3:49:26 p. m.,3,1,3.0,1.0,,0,0,100,0,0,1,2,4,3,4,3,3,2,2,4,3,1,93,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,,5,,7,5,4,3,2,47,3,19,Calle 13,Micro,1,0,0,2.6666666666666665
475,1,10/10/2024 5:15:23 p. m.,3,1,6.0,3.0,,0,0,100,0,0,2,3,1,2,2,3,4,1,2,3,3,4,93,3,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,3,,,,,5,1,4,1,64,2,19,Calle 13,Micro,1,1,0,2.5
476,1,10/10/2024 5:34:22 p. m.,3,1,3.0,,,30,70,0,0,0,1,2,2,1,2,2,4,1,2,1,1,1,93,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,1,1,57,3,19,Calle 13,Micro,1,0,0,1.6666666666666667
477,2,11/10/2024 10:03:12 a. m.,92,3,4.0,3.0,1.0,0,0,100,0,0,1,4,4,5,2,3,1,5,3,5,4,5,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,1,1,1,2,24,3,6,Primera Línea Metro,Mediana,1,0,0,3.5
478,2,11/10/2024 10:09:33 a. m.,2,2,1.0,1.0,,0,0,0,0,100,1,1,3,2,3,3,1,3,1,3,2,3,4,5,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,,2,3,4,,,,1,3,5,93,41,3,8,Primera Línea Metro,Pequeña,1,1,1,2.1666666666666665
479,2,11/10/2024 10:17:50 a. m.,2,1,5.0,3.0,,0,0,100,0,0,1,1,5,5,5,5,1,3,5,5,1,3,3,5,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,5,,7,1,5,1,1,47,3,6,Primera Línea Metro,Micro,1,1,0,3.3333333333333335
480,2,11/10/2024 10:26:00 a. m.,3,1,1.0,1.0,,0,100,0,0,0,1,1,4,3,2,3,1,4,1,4,1,3,4,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,,,3,4,,,7,3,1,1,2,40,5,6,Primera Línea Metro,Micro,1,1,1,2.3333333333333335
481,2,11/10/2024 10:23:54 a. m.,3,3,1.0,1.0,,100,0,0,0,0,2,5,5,5,4,4,4,5,5,5,1,5,5,3,3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,,,3,,,,7,4,1,5,1,64,3,6,Primera Línea Metro,Mediana,1,0,0,4.166666666666667
482,2,11/10/2024 10:40:47 a. m.,3,1,8.0,2.0,,0,100,0,0,0,5,3,5,3,5,5,3,5,3,5,3,5,3,3,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,1,1,26,3,6,Primera Línea Metro,Micro,1,0,0,4.166666666666667
483,2,11/10/2024 10:43:22 a. m.,2,2,2.0,,,0,0,100,0,0,1,1,5,4,5,1,1,5,1,4,1,4,5,5,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,,,,6,7,3,3,5,1,50,2,6,Primera Línea Metro,Pequeña,1,1,0,2.75
484,2,11/10/2024 10:51:55 a. m.,2,1,3.0,2.0,,100,0,0,0,0,3,2,3,3,3,3,2,5,1,3,3,3,5,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,5,,7,1,1,4,2,20,3,6,Primera Línea Metro,Micro,1,0,0,2.8333333333333335
485,2,11/10/2024 10:50:30 a. m.,2,2,2.0,1.0,,100,0,0,0,0,3,3,5,3,2,5,5,5,3,5,1,5,5,1,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,1,2,40,3,6,Primera Línea Metro,Pequeña,1,0,0,3.75
486,1,11/10/2024 10:43:44 a. m.,1,1,2.0,1.0,1.0,30,0,35,0,35,1,1,1,2,1,4,3,2,1,5,1,3,5,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,,,3,4,5,,,3,4,4,2,19,5,18,Calle 13,Micro,1,0,1,2.0833333333333335
487,1,11/10/2024 10:44:07 a. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,1,1,1,1,1,3,1,1,1,1,1,5,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,,,,,4,1,1,2,50,2,18,Calle 13,Pequeña,1,0,0,1.1666666666666667
